ID,Флаг дозвона,Флаг продажи,Расходы,PV,NPV
2031,0,0,60,0,-60
2032,1,1,1121,1941,820
2033,0,0,70,0,-70
2034,1,1,772,1256,484
2035,1,0,2,0,-2
2036,1,1,103,1212,1109
2037,0,0,98,0,-98
2038,1,1,522,1916,1394
2039,1,1,917,1593,676
2040,0,0,3,0,-3
2041,0,0,9,0,-9
2042,1,1,117,1935,1818
2043,0,0,50,0,-50
2044,1,0,68,0,-68
2045,0,0,46,0,-46
2046,0,0,1,0,-1
2047,0,0,0,0,0
2048,1,0,207,0,-207
2049,0,0,100,0,-100
2050,1,0,10,0,-10
2051,1,0,78,0,-78
2052,1,0,30,0,-30
2053,1,0,276,0,-276
2054,1,1,675,1700,1025
2055,1,1,765,1234,469
2056,0,0,18,0,-18
2057,0,0,17,0,-17
2058,1,1,144,1328,1184
2059,1,0,48,0,-48
2060,0,0,51,0,-51
2061,1,1,586,2589,2003
2062,1,1,258,2907,2649
2063,0,0,2,0,-2
2064,0,0,10,0,-10
2065,0,0,52,0,-52
2066,0,0,91,0,-91
2067,1,1,126,1671,1545
2068,0,0,10,0,-10
2069,1,0,33,0,-33
2070,1,1,1501,1682,181
2071,1,1,349,1742,1393
2072,1,0,5,0,-5
2073,0,0,51,0,-51
2074,0,0,100,0,-100
2075,0,0,30,0,-30
2076,1,0,3,0,-3
2077,0,0,26,0,-26
2078,0,0,20,0,-20
2079,1,0,18,0,-18
2080,1,0,11,0,-11
2081,0,0,49,0,-49
2082,1,0,83,0,-83
2083,1,0,193,0,-193
2084,1,1,1811,1680,-131
2085,1,0,48,0,-48
2086,1,0,23,0,-23
2087,0,0,17,0,-17
2088,0,0,46,0,-46
2089,1,0,161,0,-161
2090,1,1,121,1215,1094
2091,1,1,154,1966,1812
2092,0,0,84,0,-84
2093,0,0,5,0,-5
2094,1,0,21,0,-21
2095,1,0,36,0,-36
2096,0,0,5,0,-5
2097,1,0,4,0,-4
2098,1,1,292,2148,1856
2099,0,0,18,0,-18
2100,1,1,1500,1536,36
2101,1,1,904,1414,510
2102,1,1,742,4197,3455
2103,0,0,89,0,-89
2104,0,0,98,0,-98
2105,0,0,76,0,-76
2106,1,0,19,0,-19
2107,1,1,273,5572,5299
2108,0,0,36,0,-36
2109,0,0,42,0,-42
2110,1,0,41,0,-41
2111,1,1,119,2081,1962
2112,1,0,20,0,-20
2113,1,0,35,0,-35
2114,1,0,50,0,-50
2115,1,1,480,1299,819
2116,1,0,85,0,-85
2117,1,1,176,3337,3161
2118,0,0,60,0,-60
2119,1,0,23,0,-23
2120,0,0,21,0,-21
2121,0,0,37,0,-37
2122,1,0,54,0,-54
2123,0,0,63,0,-63
2124,0,0,16,0,-16
2125,0,0,79,0,-79
2126,0,0,76,0,-76
2127,1,1,53,1451,1398
2128,0,0,3,0,-3
2129,1,0,7,0,-7
2130,1,1,801,1923,1122
2131,1,1,338,1624,1286
2132,1,0,66,0,-66
2133,1,0,9,0,-9
2134,1,0,16,0,-16
2135,1,1,432,1526,1094
2136,1,1,556,1703,1147
2137,1,1,85,1232,1147
2138,1,0,13,0,-13
2139,1,1,265,1703,1438
2140,0,0,208,0,-208
2141,0,0,33,0,-33
2142,1,1,265,1263,998
2143,1,0,129,0,-129
2144,1,0,86,0,-86
2145,0,0,49,0,-49
2146,1,0,67,0,-67
2147,1,0,120,0,-120
2148,1,1,451,1286,835
2149,1,0,19,0,-19
2150,0,0,15,0,-15
2151,1,0,9,0,-9
2152,0,0,27,0,-27
2153,0,0,10,0,-10
2154,0,0,3,0,-3
2155,0,0,20,0,-20
2156,1,1,640,1349,709
2157,0,0,79,0,-79
2158,0,0,24,0,-24
2159,0,0,1,0,-1
2160,1,1,132,3112,2980
2161,0,0,30,0,-30
2162,1,1,651,1620,969
2163,0,0,36,0,-36
2164,1,1,200,3043,2843
2165,0,0,93,0,-93
2166,1,0,1,0,-1
2167,1,0,11,0,-11
2168,1,1,197,1214,1017
2169,0,0,44,0,-44
2170,0,0,28,0,-28
2171,1,1,92,1579,1487
2172,0,0,67,0,-67
2173,1,0,33,0,-33
2174,0,0,19,0,-19
2175,1,0,35,0,-35
2176,1,0,0,0,0
2177,1,1,284,1586,1302
2178,1,0,196,0,-196
2179,1,0,209,0,-209
2180,1,1,763,1425,662
2181,1,0,25,0,-25
2182,1,0,110,0,-110
2183,1,0,74,0,-74
2184,1,1,237,1295,1058
2185,1,0,109,0,-109
2186,1,0,104,0,-104
2187,0,0,5,0,-5
2188,1,1,267,2149,1882
2189,1,0,29,0,-29
2190,0,0,182,0,-182
2191,0,0,12,0,-12
2192,1,0,13,0,-13
2193,1,0,54,0,-54
2194,1,0,15,0,-15
2195,1,0,14,0,-14
2196,1,0,42,0,-42
2197,1,0,9,0,-9
2198,1,1,510,1604,1094
2199,0,0,195,0,-195
2200,1,0,72,0,-72
2201,0,0,31,0,-31
2202,0,0,22,0,-22
2203,1,0,27,0,-27
2204,1,1,864,2107,1243
2205,1,0,45,0,-45
2206,1,1,6,1870,1864
2207,1,0,4,0,-4
2208,1,0,22,0,-22
2209,0,0,81,0,-81
2210,0,0,21,0,-21
2211,0,0,53,0,-53
2212,0,0,38,0,-38
2213,1,0,103,0,-103
2214,1,0,31,0,-31
2215,1,1,1198,1358,160
2216,0,0,117,0,-117
2217,1,1,164,1317,1153
2218,1,0,29,0,-29
2219,1,1,108,1346,1238
2220,0,0,18,0,-18
2221,0,0,1,0,-1
2222,0,0,54,0,-54
2223,1,1,1191,1280,89
2224,0,0,27,0,-27
2225,1,0,3,0,-3
2226,1,1,1238,1321,83
2227,0,0,25,0,-25
2228,1,0,74,0,-74
2229,1,1,247,2341,2094
2230,1,0,38,0,-38
2231,0,0,27,0,-27
2232,0,0,42,0,-42
2233,1,0,96,0,-96
2234,0,0,57,0,-57
2235,1,0,64,0,-64
2236,0,0,14,0,-14
2237,1,0,50,0,-50
2238,0,0,23,0,-23
2239,0,0,9,0,-9
2240,0,0,76,0,-76
2241,0,0,36,0,-36
2242,0,0,333,0,-333
2243,1,1,644,1307,663
2244,0,0,6,0,-6
2245,0,0,66,0,-66
2246,1,1,344,2555,2211
2247,0,0,72,0,-72
2248,1,0,5,0,-5
2249,1,0,157,0,-157
2250,1,1,6,1777,1771
2251,1,0,38,0,-38
2252,1,0,154,0,-154
2253,1,1,275,1438,1163
2254,1,1,85,1685,1600
2255,1,1,695,2236,1541
2256,1,1,256,1217,961
2257,0,0,84,0,-84
2258,0,0,29,0,-29
2259,1,0,31,0,-31
2260,1,1,39,1268,1229
2261,0,0,4,0,-4
2262,0,0,22,0,-22
2263,1,0,72,0,-72
2264,1,1,33,1466,1433
2265,1,1,337,1313,976
2266,1,0,7,0,-7
2267,1,0,18,0,-18
2268,0,0,76,0,-76
2269,1,0,36,0,-36
2270,1,0,70,0,-70
2271,0,0,28,0,-28
2272,0,0,56,0,-56
2273,1,0,110,0,-110
2274,0,0,87,0,-87
2275,1,0,12,0,-12
2276,1,1,276,1482,1206
2277,1,1,462,1203,741
2278,0,0,4,0,-4
2279,0,0,88,0,-88
2280,1,0,93,0,-93
2281,1,0,55,0,-55
2282,0,0,14,0,-14
2283,0,0,7,0,-7
2284,0,0,106,0,-106
2285,1,1,332,1328,996
2286,1,1,320,1369,1049
2287,1,0,112,0,-112
2288,1,0,20,0,-20
2289,1,0,34,0,-34
2290,0,0,155,0,-155
2291,1,0,126,0,-126
2292,0,0,72,0,-72
2293,1,1,116,1334,1218
2294,1,1,1098,1962,864
2295,1,0,33,0,-33
2296,0,0,94,0,-94
2297,1,1,1152,1279,127
2298,0,0,39,0,-39
2299,1,1,106,1247,1141
2300,0,0,95,0,-95
2301,1,0,18,0,-18
2302,1,0,56,0,-56
2303,1,1,169,2593,2424
2304,1,1,217,1324,1107
2305,0,0,2,0,-2
2306,1,0,67,0,-67
2307,1,1,172,1560,1388
2308,1,0,10,0,-10
2309,0,0,34,0,-34
2310,1,0,11,0,-11
2311,1,1,496,1351,855
2312,0,0,4,0,-4
2313,1,1,137,1221,1084
2314,1,1,1079,1952,873
2315,1,1,1209,1301,92
2316,1,0,12,0,-12
2317,1,1,371,2115,1744
2318,0,0,149,0,-149
2319,1,1,1149,1748,599
2320,1,0,0,0,0
2321,1,0,183,0,-183
2322,1,0,81,0,-81
2323,0,0,11,0,-11
2324,0,0,34,0,-34
2325,1,0,52,0,-52
2326,1,1,1098,1325,227
2327,1,0,6,0,-6
2328,0,0,16,0,-16
2329,1,1,845,1208,363
2330,0,0,0,0,0
2331,1,0,26,0,-26
2332,1,1,940,1342,402
2333,1,0,15,0,-15
2334,0,0,36,0,-36
2335,0,0,65,0,-65
2336,1,0,7,0,-7
2337,0,0,30,0,-30
2338,0,0,16,0,-16
2339,1,0,10,0,-10
2340,0,0,16,0,-16
2341,1,0,4,0,-4
2342,1,0,14,0,-14
2343,1,0,13,0,-13
2344,0,0,200,0,-200
2345,1,0,86,0,-86
2346,1,0,73,0,-73
2347,0,0,16,0,-16
2348,1,1,731,1469,738
2349,1,0,96,0,-96
2350,1,1,853,1241,388
2351,1,0,81,0,-81
2352,1,1,99,1230,1131
2353,0,0,65,0,-65
2354,1,1,1524,1209,-315
2355,0,0,15,0,-15
2356,1,1,419,1206,787
2357,1,0,63,0,-63
2358,0,0,1,0,-1
2359,1,1,241,1605,1364
2360,0,0,13,0,-13
2361,0,0,9,0,-9
2362,1,1,137,1984,1847
2363,0,0,242,0,-242
2364,0,0,14,0,-14
2365,1,1,523,1318,795
2366,0,0,102,0,-102
2367,0,0,100,0,-100
2368,0,0,26,0,-26
2369,0,0,77,0,-77
2370,0,0,141,0,-141
2371,1,0,46,0,-46
2372,0,0,34,0,-34
2373,0,0,5,0,-5
2374,0,0,6,0,-6
2375,0,0,4,0,-4
2376,1,1,102,1321,1219
2377,0,0,11,0,-11
2378,1,1,287,1316,1029
2379,1,0,12,0,-12
2380,0,0,17,0,-17
2381,1,1,17,1241,1224
2382,0,0,19,0,-19
2383,1,1,1958,1201,-757
2384,0,0,104,0,-104
2385,1,1,365,1707,1342
2386,1,1,941,1670,729
2387,1,0,32,0,-32
2388,1,1,715,1286,571
2389,0,0,28,0,-28
2390,0,0,10,0,-10
2391,1,1,864,2926,2062
2392,1,0,22,0,-22
2393,1,1,597,1982,1385
2394,1,1,1006,1368,362
2395,1,0,83,0,-83
2396,1,0,20,0,-20
2397,1,1,330,1275,945
2398,1,1,90,2080,1990
2399,1,1,174,1303,1129
2400,1,0,34,0,-34
2401,0,0,19,0,-19
2402,0,0,79,0,-79
2403,1,0,18,0,-18
2404,1,0,4,0,-4
2405,0,0,45,0,-45
2406,0,0,84,0,-84
2407,0,0,21,0,-21
2408,1,0,70,0,-70
2409,1,0,15,0,-15
2410,1,0,22,0,-22
2411,1,0,0,0,0
2412,0,0,50,0,-50
2413,0,0,53,0,-53
2414,0,0,3,0,-3
2415,0,0,102,0,-102
2416,0,0,43,0,-43
2417,1,1,349,2312,1963
2418,1,1,78,2192,2114
2419,0,0,35,0,-35
2420,1,0,49,0,-49
2421,1,0,9,0,-9
2422,0,0,22,0,-22
2423,1,0,180,0,-180
2424,1,0,62,0,-62
2425,0,0,2,0,-2
2426,1,1,397,1936,1539
2427,1,1,265,1724,1459
2428,1,0,121,0,-121
2429,0,0,108,0,-108
2430,0,0,8,0,-8
2431,1,0,38,0,-38
2432,0,0,32,0,-32
2433,1,0,59,0,-59
2434,1,0,22,0,-22
2435,1,0,148,0,-148
2436,1,1,966,1967,1001
2437,1,0,45,0,-45
2438,0,0,96,0,-96
2439,1,0,11,0,-11
2440,0,0,7,0,-7
2441,1,1,728,1373,645
2442,1,0,14,0,-14
2443,0,0,83,0,-83
2444,0,0,1,0,-1
2445,1,0,40,0,-40
2446,1,0,3,0,-3
2447,0,0,35,0,-35
2448,1,1,971,1841,870
2449,1,1,237,1465,1228
2450,1,1,145,1529,1384
2451,0,0,36,0,-36
2452,0,0,3,0,-3
2453,1,1,1122,1621,499
2454,0,0,2,0,-2
2455,1,1,1007,2514,1507
2456,1,1,285,1465,1180
2457,1,0,29,0,-29
2458,1,1,182,1346,1164
2459,0,0,71,0,-71
2460,0,0,2,0,-2
2461,0,0,17,0,-17
2462,1,0,63,0,-63
2463,1,0,69,0,-69
2464,1,0,34,0,-34
2465,1,1,936,1345,409
2466,1,1,1217,1225,8
2467,0,0,1,0,-1
2468,1,1,650,1613,963
2469,1,0,6,0,-6
2470,1,1,1334,1381,47
2471,1,1,673,1253,580
2472,0,0,117,0,-117
2473,1,1,897,1310,413
2474,1,1,956,1579,623
2475,1,0,34,0,-34
2476,0,0,70,0,-70
2477,1,1,237,1775,1538
2478,1,1,1091,2231,1140
2479,1,0,54,0,-54
2480,0,0,9,0,-9
2481,0,0,47,0,-47
2482,0,0,11,0,-11
2483,0,0,41,0,-41
2484,1,1,915,1476,561
2485,1,1,125,1542,1417
2486,1,1,1193,1337,144
2487,0,0,11,0,-11
2488,0,0,21,0,-21
2489,0,0,88,0,-88
2490,0,0,51,0,-51
2491,1,1,350,2150,1800
2492,0,0,86,0,-86
2493,1,0,30,0,-30
2494,1,1,399,1244,845
2495,1,0,5,0,-5
2496,1,0,15,0,-15
2497,1,0,25,0,-25
2498,0,0,70,0,-70
2499,0,0,0,0,0
2500,0,0,52,0,-52
2501,1,1,659,1205,546
2502,1,1,163,1248,1085
2503,0,0,18,0,-18
2504,1,1,86,1610,1524
2505,0,0,20,0,-20
2506,1,0,43,0,-43
2507,0,0,103,0,-103
2508,1,0,12,0,-12
2509,1,1,229,1320,1091
2510,1,0,57,0,-57
2511,1,0,63,0,-63
2512,1,1,411,2946,2535
2513,0,0,12,0,-12
2514,1,0,50,0,-50
2515,0,0,19,0,-19
2516,1,0,30,0,-30
2517,0,0,79,0,-79
2518,1,0,53,0,-53
2519,0,0,1,0,-1
2520,0,0,47,0,-47
2521,1,1,363,1214,851
2522,1,1,364,1420,1056
2523,1,1,118,1301,1183
2524,1,1,465,1401,936
2525,1,1,779,3611,2832
2526,0,0,11,0,-11
2527,0,0,47,0,-47
2528,1,0,41,0,-41
2529,0,0,190,0,-190
2530,0,0,31,0,-31
2531,1,1,608,1704,1096
2532,0,0,0,0,0
2533,1,1,447,1281,834
2534,1,1,372,1409,1037
2535,1,0,31,0,-31
2536,1,1,42,1277,1235
2537,1,1,593,1319,726
2538,1,0,45,0,-45
2539,0,0,62,0,-62
2540,1,0,148,0,-148
2541,1,0,32,0,-32
2542,0,0,50,0,-50
2543,1,1,841,1358,517
2544,0,0,4,0,-4
2545,0,0,1,0,-1
2546,1,1,405,1356,951
2547,1,1,771,1216,445
2548,0,0,17,0,-17
2549,1,1,187,1611,1424
2550,0,0,22,0,-22
2551,0,0,2,0,-2
2552,1,0,14,0,-14
2553,1,0,74,0,-74
2554,0,0,35,0,-35
2555,0,0,3,0,-3
2556,0,0,5,0,-5
2557,1,0,11,0,-11
2558,1,1,395,1969,1574
2559,0,0,19,0,-19
2560,1,0,112,0,-112
2561,1,1,465,1531,1066
2562,0,0,143,0,-143
2563,1,1,227,1229,1002
2564,1,0,114,0,-114
2565,0,0,30,0,-30
2566,0,0,89,0,-89
2567,1,0,50,0,-50
2568,0,0,55,0,-55
2569,1,0,7,0,-7
2570,1,0,140,0,-140
2571,0,0,149,0,-149
2572,0,0,137,0,-137
2573,1,1,1969,1701,-268
2574,0,0,34,0,-34
2575,0,0,99,0,-99
2576,1,1,1198,1429,231
2577,1,0,7,0,-7
2578,1,0,46,0,-46
2579,1,0,16,0,-16
2580,1,0,29,0,-29
2581,1,1,6,1451,1445
2582,0,0,23,0,-23
2583,1,1,807,1891,1084
2584,1,0,17,0,-17
2585,0,0,1,0,-1
2586,1,0,195,0,-195
2587,0,0,65,0,-65
2588,0,0,110,0,-110
2589,0,0,76,0,-76
2590,0,0,4,0,-4
2591,0,0,70,0,-70
2592,1,1,351,1411,1060
2593,1,1,674,1489,815
2594,1,1,923,2198,1275
2595,0,0,8,0,-8
2596,0,0,38,0,-38
2597,0,0,106,0,-106
2598,0,0,44,0,-44
2599,1,0,9,0,-9
2600,0,0,5,0,-5
2601,1,0,55,0,-55
2602,0,0,2,0,-2
2603,1,1,2133,1354,-779
2604,1,0,7,0,-7
2605,1,1,162,1257,1095
2606,0,0,6,0,-6
2607,0,0,84,0,-84
2608,0,0,7,0,-7
2609,0,0,25,0,-25
2610,0,0,155,0,-155
2611,1,1,361,2081,1720
2612,1,1,491,1345,854
2613,1,1,70,2513,2443
2614,0,0,65,0,-65
2615,0,0,11,0,-11
2616,1,1,738,1234,496
2617,0,0,51,0,-51
2618,0,0,27,0,-27
2619,1,0,10,0,-10
2620,0,0,43,0,-43
2621,1,1,840,1436,596
2622,1,0,129,0,-129
2623,0,0,5,0,-5
2624,1,0,30,0,-30
2625,1,1,1963,1440,-523
2626,1,0,80,0,-80
2627,1,1,820,1486,666
2628,1,0,28,0,-28
2629,0,0,0,0,0
2630,0,0,118,0,-118
2631,1,0,6,0,-6
2632,1,1,892,1316,424
2633,0,0,47,0,-47
2634,0,0,19,0,-19
2635,0,0,1,0,-1
2636,0,0,138,0,-138
2637,1,1,720,1405,685
2638,1,1,313,1574,1261
2639,1,1,885,1204,319
2640,1,1,1373,1624,251
2641,1,1,557,1482,925
2642,1,0,23,0,-23
2643,1,1,90,1392,1302
2644,1,0,42,0,-42
2645,1,1,400,1565,1165
2646,0,0,137,0,-137
2647,1,1,160,1667,1507
2648,1,0,14,0,-14
2649,0,0,26,0,-26
2650,1,1,379,1915,1536
2651,0,0,46,0,-46
2652,1,1,273,1257,984
2653,1,0,17,0,-17
2654,0,0,0,0,0
2655,0,0,45,0,-45
2656,0,0,1,0,-1
2657,1,1,114,1284,1170
2658,0,0,49,0,-49
2659,1,0,50,0,-50
2660,0,0,144,0,-144
2661,1,0,113,0,-113
2662,0,0,145,0,-145
2663,0,0,40,0,-40
2664,1,0,9,0,-9
2665,0,0,118,0,-118
2666,1,0,11,0,-11
2667,1,0,102,0,-102
2668,1,0,77,0,-77
2669,1,0,35,0,-35
2670,0,0,110,0,-110
2671,0,0,26,0,-26
2672,1,1,241,1323,1082
2673,0,0,5,0,-5
2674,1,1,1500,1260,-240
2675,0,0,42,0,-42
2676,1,1,323,1423,1100
2677,1,1,504,1210,706
2678,1,0,122,0,-122
2679,1,1,139,1258,1119
2680,1,1,87,1204,1117
2681,1,0,13,0,-13
2682,1,1,306,1498,1192
2683,1,1,483,1612,1129
2684,1,0,48,0,-48
2685,1,1,619,1974,1355
2686,1,1,87,1344,1257
2687,0,0,23,0,-23
2688,1,0,61,0,-61
2689,1,0,12,0,-12
2690,1,1,270,1559,1289
2691,1,0,10,0,-10
2692,0,0,1,0,-1
2693,1,1,417,1294,877
2694,1,0,24,0,-24
2695,1,0,125,0,-125
2696,1,1,1249,1358,109
2697,1,1,841,1478,637
2698,0,0,34,0,-34
2699,1,1,1851,1427,-424
2700,1,1,154,1409,1255
2701,0,0,1,0,-1
2702,1,1,597,1425,828
2703,1,1,340,1435,1095
2704,1,0,5,0,-5
2705,1,1,198,1362,1164
2706,1,0,4,0,-4
2707,1,0,35,0,-35
2708,1,0,63,0,-63
2709,1,0,8,0,-8
2710,0,0,40,0,-40
2711,0,0,11,0,-11
2712,0,0,27,0,-27
2713,1,0,60,0,-60
2714,1,0,47,0,-47
2715,0,0,96,0,-96
2716,1,0,45,0,-45
2717,0,0,161,0,-161
2718,1,0,93,0,-93
2719,0,0,2,0,-2
2720,0,0,18,0,-18
2721,1,0,17,0,-17
2722,1,0,19,0,-19
2723,1,0,10,0,-10
2724,0,0,72,0,-72
2725,0,0,70,0,-70
2726,0,0,2,0,-2
2727,0,0,122,0,-122
2728,1,1,541,1518,977
2729,1,1,592,1348,756
2730,0,0,12,0,-12
2731,0,0,98,0,-98
2732,1,1,632,1200,568
2733,0,0,3,0,-3
2734,1,0,7,0,-7
2735,0,0,102,0,-102
2736,0,0,3,0,-3
2737,0,0,139,0,-139
2738,0,0,16,0,-16
2739,1,1,910,1318,408
2740,0,0,91,0,-91
2741,1,0,44,0,-44
2742,1,0,35,0,-35
2743,0,0,9,0,-9
2744,0,0,6,0,-6
2745,1,1,1370,1211,-159
2746,1,1,232,1609,1377
2747,0,0,3,0,-3
2748,1,0,46,0,-46
2749,1,0,15,0,-15
2750,0,0,42,0,-42
2751,0,0,6,0,-6
2752,1,1,400,1244,844
2753,1,0,67,0,-67
2754,1,1,1909,1761,-148
2755,1,1,443,2470,2027
2756,1,0,18,0,-18
2757,0,0,2,0,-2
2758,1,0,96,0,-96
2759,1,0,0,0,0
2760,1,0,37,0,-37
2761,1,0,57,0,-57
2762,1,1,898,1317,419
2763,0,0,74,0,-74
2764,0,0,55,0,-55
2765,0,0,28,0,-28
2766,1,0,16,0,-16
2767,1,1,339,1923,1584
2768,1,0,99,0,-99
2769,1,1,1022,1431,409
2770,1,1,395,1305,910
2771,1,0,68,0,-68
2772,1,0,46,0,-46
2773,1,0,73,0,-73
2774,0,0,4,0,-4
2775,0,0,6,0,-6
2776,1,0,69,0,-69
2777,1,0,0,0,0
2778,0,0,69,0,-69
2779,1,0,24,0,-24
2780,1,0,10,0,-10
2781,0,0,34,0,-34
2782,0,0,54,0,-54
2783,1,0,37,0,-37
2784,0,0,149,0,-149
2785,1,1,1066,2844,1778
2786,0,0,37,0,-37
2787,1,1,408,1387,979
2788,0,0,15,0,-15
2789,0,0,9,0,-9
2790,0,0,30,0,-30
2791,1,0,38,0,-38
2792,1,0,32,0,-32
2793,0,0,67,0,-67
2794,0,0,110,0,-110
2795,0,0,15,0,-15
2796,1,0,5,0,-5
2797,1,1,158,2024,1866
2798,0,0,37,0,-37
2799,0,0,36,0,-36
2800,0,0,95,0,-95
2801,0,0,92,0,-92
2802,0,0,46,0,-46
2803,1,0,20,0,-20
2804,0,0,104,0,-104
2805,1,0,31,0,-31
2806,1,1,103,1303,1200
2807,0,0,143,0,-143
2808,0,0,1,0,-1
2809,1,1,323,1234,911
2810,0,0,29,0,-29
2811,0,0,53,0,-53
2812,0,0,8,0,-8
2813,1,1,133,1685,1552
2814,1,0,112,0,-112
2815,1,1,1199,1638,439
2816,1,1,228,3158,2930
2817,1,0,5,0,-5
2818,1,1,1134,1547,413
2819,0,0,130,0,-130
2820,1,1,142,1210,1068
2821,1,0,4,0,-4
2822,0,0,5,0,-5
2823,1,1,972,1408,436
2824,1,1,405,2343,1938
2825,0,0,8,0,-8
2826,0,0,44,0,-44
2827,1,1,170,1562,1392
2828,1,1,343,1200,857
2829,1,0,50,0,-50
2830,1,0,139,0,-139
2831,1,1,830,1221,391
2832,1,0,85,0,-85
2833,0,0,76,0,-76
2834,0,0,39,0,-39
2835,1,0,19,0,-19
2836,1,0,42,0,-42
2837,0,0,74,0,-74
2838,1,1,182,1323,1141
2839,1,1,296,1446,1150
2840,1,1,342,1251,909
2841,1,1,370,1251,881
2842,0,0,29,0,-29
2843,1,1,432,1283,851
2844,1,0,3,0,-3
2845,0,0,23,0,-23
2846,1,0,180,0,-180
2847,1,1,904,1493,589
2848,1,0,20,0,-20
2849,1,0,103,0,-103
2850,0,0,10,0,-10
2851,1,1,1209,1808,599
2852,1,0,165,0,-165
2853,1,0,9,0,-9
2854,1,0,48,0,-48
2855,1,1,616,1211,595
2856,0,0,47,0,-47
2857,1,0,24,0,-24
2858,1,1,319,1528,1209
2859,1,0,33,0,-33
2860,0,0,103,0,-103
2861,0,0,34,0,-34
2862,1,1,265,1655,1390
2863,1,0,15,0,-15
2864,1,0,4,0,-4
2865,1,1,49,1238,1189
2866,1,0,17,0,-17
2867,0,0,25,0,-25
2868,1,1,348,1593,1245
2869,1,0,5,0,-5
2870,1,0,150,0,-150
2871,0,0,156,0,-156
2872,1,1,131,1638,1507
2873,1,0,12,0,-12
2874,1,0,52,0,-52
2875,1,1,691,1260,569
2876,0,0,83,0,-83
2877,0,0,57,0,-57
2878,0,0,1,0,-1
2879,0,0,53,0,-53
2880,1,0,3,0,-3
2881,0,0,113,0,-113
2882,0,0,5,0,-5
2883,0,0,83,0,-83
2884,0,0,52,0,-52
2885,0,0,2,0,-2
2886,1,1,1490,1298,-192
2887,1,1,340,1471,1131
2888,0,0,87,0,-87
2889,1,0,31,0,-31
2890,0,0,33,0,-33
2891,1,1,316,2127,1811
2892,1,0,51,0,-51
2893,0,0,31,0,-31
2894,1,1,455,1419,964
2895,0,0,25,0,-25
2896,1,0,30,0,-30
2897,1,1,1407,1608,201
2898,0,0,22,0,-22
2899,1,1,376,1900,1524
2900,0,0,55,0,-55
2901,1,0,124,0,-124
2902,1,0,150,0,-150
2903,1,0,75,0,-75
2904,1,0,5,0,-5
2905,1,1,37,1938,1901
2906,1,1,160,1216,1056
2907,1,1,574,1202,628
2908,0,0,93,0,-93
2909,1,1,1505,1233,-272
2910,0,0,2,0,-2
2911,1,0,3,0,-3
2912,1,1,256,1248,992
2913,1,0,64,0,-64
2914,1,0,73,0,-73
2915,1,1,1075,1273,198
2916,1,1,783,1321,538
2917,0,0,28,0,-28
2918,1,0,33,0,-33
2919,0,0,8,0,-8
2920,1,0,116,0,-116
2921,0,0,49,0,-49
2922,0,0,204,0,-204
2923,1,1,971,1567,596
2924,1,0,60,0,-60
2925,1,1,371,2232,1861
2926,1,0,5,0,-5
2927,1,0,10,0,-10
2928,1,1,32,1592,1560
2929,1,0,1,0,-1
2930,1,0,4,0,-4
2931,0,0,18,0,-18
2932,0,0,6,0,-6
2933,0,0,26,0,-26
2934,0,0,30,0,-30
2935,1,1,216,1626,1410
2936,0,0,1,0,-1
2937,0,0,106,0,-106
2938,0,0,43,0,-43
2939,1,1,367,1277,910
2940,1,1,579,1381,802
2941,0,0,84,0,-84
2942,1,0,38,0,-38
2943,1,0,3,0,-3
2944,1,0,70,0,-70
2945,0,0,16,0,-16
2946,0,0,5,0,-5
2947,1,0,144,0,-144
2948,0,0,2,0,-2
2949,0,0,1,0,-1
2950,1,0,47,0,-47
2951,0,0,31,0,-31
2952,1,1,81,2806,2725
2953,1,0,3,0,-3
2954,0,0,23,0,-23
2955,1,1,65,1282,1217
2956,1,0,73,0,-73
2957,0,0,70,0,-70
2958,1,1,209,1846,1637
2959,1,0,23,0,-23
2960,1,0,82,0,-82
2961,1,1,395,1725,1330
2962,1,0,32,0,-32
2963,0,0,31,0,-31
2964,0,0,146,0,-146
2965,0,0,100,0,-100
2966,1,0,79,0,-79
2967,0,0,139,0,-139
2968,1,1,461,1352,891
2969,1,0,0,0,0
2970,1,1,1211,1243,32
2971,1,1,281,1244,963
2972,1,0,60,0,-60
2973,1,0,14,0,-14
2974,0,0,71,0,-71
2975,0,0,22,0,-22
2976,1,0,53,0,-53
2977,1,1,540,1388,848
2978,0,0,79,0,-79
2979,0,0,67,0,-67
2980,0,0,38,0,-38
2981,0,0,10,0,-10
2982,1,1,171,1554,1383
2983,1,0,6,0,-6
2984,0,0,29,0,-29
2985,0,0,82,0,-82
2986,1,1,269,3685,3416
2987,1,0,27,0,-27
2988,1,1,88,1311,1223
2989,0,0,107,0,-107
2990,1,1,236,1254,1018
2991,0,0,17,0,-17
2992,1,1,896,1521,625
2993,0,0,23,0,-23
2994,1,1,695,1875,1180
2995,1,1,260,1241,981
2996,1,1,1279,2239,960
2997,0,0,77,0,-77
2998,0,0,13,0,-13
2999,0,0,19,0,-19
3000,0,0,15,0,-15
3001,1,0,68,0,-68
3002,1,0,102,0,-102
3003,1,1,990,1206,216
3004,1,1,384,1223,839
3005,1,0,48,0,-48
3006,1,0,77,0,-77
3007,0,0,8,0,-8
3008,0,0,45,0,-45
3009,1,0,31,0,-31
3010,0,0,47,0,-47
3011,1,1,1542,1493,-49
3012,0,0,61,0,-61
3013,1,1,558,1551,993
