ID,Флаг дозвона,Флаг продажи,Расходы,PV,NPV
5901,0,0,8,0,-8
5902,1,0,118,0,-118
5903,1,1,718,1601,883
5904,1,1,767,1316,549
5905,1,1,4111,1490,-2621
5906,0,0,51,0,-51
5907,1,1,283,1377,1094
5908,0,0,1,0,-1
5909,0,0,10,0,-10
5910,1,0,18,0,-18
5911,0,0,107,0,-107
5912,0,0,80,0,-80
5913,1,1,130,1330,1200
5914,1,0,87,0,-87
5915,1,0,0,0,0
5916,0,0,10,0,-10
5917,1,1,82,1479,1397
5918,1,1,432,1496,1064
5919,1,0,44,0,-44
5920,0,0,117,0,-117
5921,1,0,44,0,-44
5922,0,0,37,0,-37
5923,1,0,17,0,-17
5924,0,0,31,0,-31
5925,1,0,25,0,-25
5926,0,0,15,0,-15
5927,1,1,323,1506,1183
5928,0,0,35,0,-35
5929,1,1,148,1343,1195
5930,1,1,1308,1461,153
5931,1,0,39,0,-39
5932,1,0,19,0,-19
5933,1,0,52,0,-52
5934,1,0,56,0,-56
5935,1,0,4,0,-4
5936,1,0,59,0,-59
5937,0,0,53,0,-53
5938,1,1,168,1400,1232
5939,1,1,310,2763,2453
5940,0,0,42,0,-42
5941,1,1,533,1330,797
5942,0,0,14,0,-14
5943,1,1,1795,1628,-167
5944,1,0,55,0,-55
5945,1,0,0,0,0
5946,1,1,187,1366,1179
5947,0,0,71,0,-71
5948,1,0,94,0,-94
5949,1,1,1239,1485,246
5950,1,0,78,0,-78
5951,0,0,19,0,-19
5952,1,1,774,1324,550
5953,1,1,213,1264,1051
5954,0,0,30,0,-30
5955,1,0,156,0,-156
5956,0,0,176,0,-176
5957,0,0,242,0,-242
5958,1,1,179,1480,1301
5959,1,0,8,0,-8
5960,0,0,39,0,-39
5961,1,0,14,0,-14
5962,0,0,11,0,-11
5963,0,0,110,0,-110
5964,0,0,156,0,-156
5965,0,0,37,0,-37
5966,1,0,16,0,-16
5967,0,0,1,0,-1
5968,0,0,89,0,-89
5969,1,0,3,0,-3
5970,1,1,834,1864,1030
5971,1,1,400,1249,849
5972,1,0,6,0,-6
5973,0,0,64,0,-64
5974,0,0,168,0,-168
5975,0,0,25,0,-25
5976,1,1,443,1886,1443
5977,0,0,45,0,-45
5978,1,0,36,0,-36
5979,1,0,69,0,-69
5980,1,1,284,2794,2510
5981,0,0,64,0,-64
5982,0,0,183,0,-183
5983,0,0,23,0,-23
5984,1,0,96,0,-96
5985,0,0,39,0,-39
5986,1,1,248,1350,1102
5987,1,0,7,0,-7
5988,1,0,34,0,-34
5989,1,0,93,0,-93
5990,1,0,52,0,-52
5991,1,0,141,0,-141
5992,0,0,61,0,-61
5993,1,1,611,1856,1245
5994,1,1,852,2331,1479
5995,1,1,672,2198,1526
5996,1,1,95,2962,2867
5997,1,0,5,0,-5
5998,1,1,1713,1234,-479
5999,1,1,874,1437,563
6000,1,0,77,0,-77
6001,1,1,504,1383,879
6002,1,1,1287,1385,98
6003,0,0,17,0,-17
6004,1,1,40,1295,1255
6005,0,0,6,0,-6
6006,1,1,190,1351,1161
6007,1,0,10,0,-10
6008,0,0,26,0,-26
6009,0,0,111,0,-111
6010,1,0,8,0,-8
6011,1,1,258,1343,1085
6012,1,0,42,0,-42
6013,1,0,89,0,-89
6014,0,0,69,0,-69
6015,0,0,18,0,-18
6016,0,0,39,0,-39
6017,0,0,210,0,-210
6018,1,0,8,0,-8
6019,1,1,704,1385,681
6020,0,0,64,0,-64
6021,0,0,8,0,-8
6022,0,0,22,0,-22
6023,0,0,0,0,0
6024,0,0,3,0,-3
6025,1,1,1647,1558,-89
6026,0,0,205,0,-205
6027,0,0,89,0,-89
6028,0,0,1,0,-1
6029,1,0,14,0,-14
6030,0,0,20,0,-20
6031,1,0,11,0,-11
6032,1,1,1481,5174,3693
6033,1,1,626,2021,1395
6034,0,0,44,0,-44
6035,1,1,196,1437,1241
6036,0,0,47,0,-47
6037,1,1,101,1549,1448
6038,1,1,597,1535,938
6039,0,0,32,0,-32
6040,1,1,42,1792,1750
6041,1,0,2,0,-2
6042,1,1,892,1221,329
6043,0,0,39,0,-39
6044,1,0,117,0,-117
6045,1,0,5,0,-5
6046,0,0,13,0,-13
6047,1,0,8,0,-8
6048,1,0,147,0,-147
6049,1,0,9,0,-9
6050,0,0,61,0,-61
6051,1,0,22,0,-22
6052,1,0,10,0,-10
6053,1,1,610,1513,903
6054,0,0,27,0,-27
6055,0,0,5,0,-5
6056,1,0,14,0,-14
6057,1,1,1061,1404,343
6058,1,1,649,1319,670
6059,1,0,60,0,-60
6060,0,0,16,0,-16
6061,1,0,31,0,-31
6062,1,1,164,1316,1152
6063,1,1,914,1371,457
6064,1,0,18,0,-18
6065,0,0,29,0,-29
6066,0,0,10,0,-10
6067,1,0,102,0,-102
6068,1,0,22,0,-22
6069,1,1,753,1460,707
6070,1,1,352,1230,878
6071,0,0,28,0,-28
6072,1,1,609,1230,621
6073,0,0,46,0,-46
6074,1,1,31,2518,2487
6075,0,0,77,0,-77
6076,0,0,1,0,-1
6077,0,0,26,0,-26
6078,1,1,566,1591,1025
6079,1,1,985,1225,240
6080,0,0,39,0,-39
6081,1,1,210,1300,1090
6082,0,0,117,0,-117
6083,1,0,6,0,-6
6084,1,0,13,0,-13
6085,1,0,2,0,-2
6086,1,0,60,0,-60
6087,0,0,70,0,-70
6088,0,0,0,0,0
6089,1,0,5,0,-5
6090,1,0,38,0,-38
6091,0,0,17,0,-17
6092,0,0,40,0,-40
6093,1,1,376,1608,1232
6094,1,0,87,0,-87
6095,0,0,117,0,-117
6096,1,1,2159,1242,-917
6097,1,1,147,1367,1220
6098,0,0,64,0,-64
6099,1,1,730,1647,917
6100,0,0,32,0,-32
6101,1,0,78,0,-78
6102,0,0,5,0,-5
6103,0,0,1,0,-1
6104,0,0,278,0,-278
6105,1,0,14,0,-14
6106,0,0,23,0,-23
6107,0,0,52,0,-52
6108,0,0,53,0,-53
6109,1,0,0,0,0
6110,0,0,17,0,-17
6111,0,0,62,0,-62
6112,1,0,25,0,-25
6113,0,0,68,0,-68
6114,1,0,11,0,-11
6115,0,0,67,0,-67
6116,0,0,15,0,-15
6117,1,0,94,0,-94
6118,1,0,220,0,-220
6119,0,0,7,0,-7
6120,1,1,112,2636,2524
6121,1,0,43,0,-43
6122,0,0,13,0,-13
6123,1,0,31,0,-31
6124,0,0,21,0,-21
6125,0,0,129,0,-129
6126,0,0,10,0,-10
6127,0,0,21,0,-21
6128,0,0,31,0,-31
6129,1,0,2,0,-2
6130,1,0,1,0,-1
6131,1,1,1634,1360,-274
6132,1,0,33,0,-33
6133,0,0,31,0,-31
6134,0,0,31,0,-31
6135,1,0,26,0,-26
6136,0,0,16,0,-16
6137,1,0,21,0,-21
6138,1,0,0,0,0
6139,0,0,86,0,-86
6140,1,1,256,1344,1088
6141,0,0,25,0,-25
6142,0,0,76,0,-76
6143,1,0,46,0,-46
6144,0,0,25,0,-25
6145,0,0,29,0,-29
6146,0,0,116,0,-116
6147,1,0,7,0,-7
6148,0,0,1,0,-1
6149,1,0,103,0,-103
6150,1,1,305,1515,1210
6151,0,0,6,0,-6
6152,0,0,80,0,-80
6153,0,0,31,0,-31
6154,1,1,547,1976,1429
6155,1,0,2,0,-2
6156,1,1,374,1264,890
6157,1,0,44,0,-44
6158,0,0,53,0,-53
6159,0,0,168,0,-168
6160,0,0,27,0,-27
6161,1,1,2073,1573,-500
6162,1,0,84,0,-84
6163,1,1,61,2125,2064
6164,1,1,88,1798,1710
6165,0,0,23,0,-23
6166,1,1,714,1377,663
6167,0,0,56,0,-56
6168,1,1,41,1409,1368
6169,1,0,76,0,-76
6170,0,0,255,0,-255
6171,1,1,632,1250,618
6172,1,0,136,0,-136
6173,0,0,2,0,-2
6174,0,0,28,0,-28
6175,0,0,72,0,-72
6176,0,0,55,0,-55
6177,0,0,103,0,-103
6178,1,0,62,0,-62
6179,1,1,1395,1255,-140
6180,1,0,5,0,-5
6181,0,0,77,0,-77
6182,0,0,19,0,-19
6183,0,0,38,0,-38
6184,1,1,2145,1237,-908
6185,0,0,48,0,-48
6186,1,1,446,4454,4008
6187,1,0,15,0,-15
6188,0,0,10,0,-10
6189,1,1,93,1453,1360
6190,1,0,54,0,-54
6191,1,1,143,1417,1274
6192,1,0,28,0,-28
6193,1,0,17,0,-17
6194,1,0,39,0,-39
6195,1,0,35,0,-35
6196,0,0,59,0,-59
6197,1,1,172,1404,1232
6198,0,0,24,0,-24
6199,1,0,64,0,-64
6200,0,0,9,0,-9
6201,1,1,64,1286,1222
6202,1,1,477,1391,914
6203,1,0,255,0,-255
6204,1,0,93,0,-93
6205,1,0,8,0,-8
6206,1,1,93,2807,2714
6207,0,0,2,0,-2
6208,1,0,146,0,-146
6209,1,1,40,1830,1790
6210,0,0,207,0,-207
6211,1,0,98,0,-98
6212,1,0,90,0,-90
6213,1,1,833,1233,400
6214,0,0,68,0,-68
6215,0,0,7,0,-7
6216,0,0,46,0,-46
6217,0,0,11,0,-11
6218,0,0,5,0,-5
6219,1,1,332,1219,887
6220,0,0,68,0,-68
6221,1,0,49,0,-49
6222,0,0,46,0,-46
6223,1,0,2,0,-2
6224,1,1,610,1306,696
6225,0,0,45,0,-45
6226,1,1,155,1577,1422
6227,1,1,750,1224,474
6228,1,0,149,0,-149
6229,0,0,45,0,-45
6230,0,0,4,0,-4
6231,1,1,170,1323,1153
6232,1,0,29,0,-29
6233,1,0,26,0,-26
6234,1,0,41,0,-41
6235,0,0,6,0,-6
6236,1,0,7,0,-7
6237,1,1,912,1256,344
6238,0,0,25,0,-25
6239,1,0,14,0,-14
6240,1,0,56,0,-56
6241,1,1,274,2370,2096
6242,1,0,9,0,-9
6243,0,0,92,0,-92
6244,1,0,46,0,-46
6245,1,1,527,1395,868
6246,1,1,3955,1370,-2585
6247,0,0,26,0,-26
6248,0,0,27,0,-27
6249,0,0,4,0,-4
6250,0,0,20,0,-20
6251,1,1,971,1706,735
6252,1,0,0,0,0
6253,1,0,20,0,-20
6254,1,1,537,1267,730
6255,0,0,28,0,-28
6256,1,0,31,0,-31
6257,1,0,55,0,-55
6258,1,0,1,0,-1
6259,1,1,597,1277,680
6260,1,1,1130,1534,404
6261,1,0,83,0,-83
6262,0,0,15,0,-15
6263,1,0,28,0,-28
6264,1,1,99,1229,1130
6265,0,0,36,0,-36
6266,1,0,37,0,-37
6267,1,1,1326,1821,495
6268,0,0,28,0,-28
6269,0,0,45,0,-45
6270,0,0,17,0,-17
6271,0,0,128,0,-128
6272,0,0,25,0,-25
6273,0,0,73,0,-73
6274,0,0,23,0,-23
6275,0,0,22,0,-22
6276,1,1,329,1589,1260
6277,0,0,221,0,-221
6278,1,1,1023,1879,856
6279,1,1,631,1209,578
6280,0,0,15,0,-15
6281,0,0,70,0,-70
6282,1,0,8,0,-8
6283,1,0,25,0,-25
6284,0,0,6,0,-6
6285,0,0,34,0,-34
6286,0,0,25,0,-25
6287,0,0,222,0,-222
6288,0,0,37,0,-37
6289,1,0,18,0,-18
6290,0,0,31,0,-31
6291,0,0,58,0,-58
6292,1,1,75,1258,1183
6293,1,0,26,0,-26
6294,1,1,210,1247,1037
6295,1,1,566,1896,1330
6296,0,0,26,0,-26
6297,1,1,914,1419,505
6298,1,1,161,1659,1498
6299,1,0,42,0,-42
6300,0,0,19,0,-19
6301,1,0,68,0,-68
6302,0,0,60,0,-60
6303,1,1,158,1379,1221
6304,0,0,106,0,-106
6305,0,0,16,0,-16
6306,1,0,41,0,-41
6307,1,0,89,0,-89
6308,0,0,100,0,-100
6309,1,1,237,1207,970
6310,1,1,194,1248,1054
6311,0,0,58,0,-58
6312,0,0,27,0,-27
6313,0,0,24,0,-24
6314,0,0,2,0,-2
6315,0,0,9,0,-9
6316,1,1,183,4294,4111
6317,1,1,861,2734,1873
6318,0,0,21,0,-21
6319,0,0,34,0,-34
6320,1,1,172,1432,1260
6321,1,0,49,0,-49
6322,0,0,23,0,-23
6323,1,1,3458,1389,-2069
6324,0,0,21,0,-21
6325,1,0,29,0,-29
6326,1,1,272,1520,1248
6327,0,0,133,0,-133
6328,1,1,213,1939,1726
6329,0,0,99,0,-99
6330,1,1,546,2017,1471
6331,1,1,119,2951,2832
6332,1,1,646,1464,818
6333,1,1,92,2080,1988
6334,1,0,70,0,-70
6335,1,0,45,0,-45
6336,0,0,27,0,-27
6337,0,0,12,0,-12
6338,1,1,683,2096,1413
6339,0,0,10,0,-10
6340,0,0,15,0,-15
6341,0,0,39,0,-39
6342,1,1,814,2429,1615
6343,1,1,70,1394,1324
6344,1,1,379,1221,842
6345,1,0,71,0,-71
6346,1,1,1423,1268,-155
6347,0,0,94,0,-94
6348,1,1,129,1221,1092
6349,1,0,79,0,-79
6350,0,0,9,0,-9
6351,1,1,104,1627,1523
6352,1,1,99,1369,1270
6353,0,0,132,0,-132
6354,1,1,182,1806,1624
6355,1,0,37,0,-37
6356,0,0,49,0,-49
6357,0,0,164,0,-164
6358,1,1,972,1744,772
6359,0,0,18,0,-18
6360,1,0,75,0,-75
6361,1,0,98,0,-98
6362,1,0,45,0,-45
6363,0,0,38,0,-38
6364,1,0,24,0,-24
6365,0,0,62,0,-62
6366,1,0,15,0,-15
6367,1,0,31,0,-31
6368,0,0,51,0,-51
6369,1,1,1011,1236,225
6370,1,1,459,1428,969
6371,0,0,9,0,-9
6372,1,0,8,0,-8
6373,1,1,385,1498,1113
6374,1,1,794,1727,933
6375,1,1,194,2192,1998
6376,1,0,51,0,-51
6377,0,0,16,0,-16
6378,0,0,60,0,-60
6379,1,1,1869,1516,-353
6380,1,0,132,0,-132
6381,0,0,72,0,-72
6382,0,0,91,0,-91
6383,1,1,1008,1327,319
6384,0,0,4,0,-4
6385,1,1,54,1488,1434
6386,0,0,34,0,-34
6387,1,1,1442,1710,268
6388,0,0,4,0,-4
6389,1,0,79,0,-79
6390,0,0,32,0,-32
6391,0,0,75,0,-75
6392,1,1,450,1258,808
6393,1,1,772,1650,878
6394,0,0,2,0,-2
6395,1,1,1828,2033,205
6396,1,0,35,0,-35
6397,0,0,4,0,-4
6398,1,0,23,0,-23
6399,1,0,73,0,-73
6400,0,0,3,0,-3
6401,1,0,80,0,-80
6402,1,0,28,0,-28
6403,0,0,57,0,-57
6404,0,0,18,0,-18
6405,1,0,49,0,-49
6406,1,0,35,0,-35
6407,1,0,23,0,-23
6408,1,1,193,1204,1011
6409,0,0,17,0,-17
6410,0,0,3,0,-3
6411,1,1,448,1235,787
6412,0,0,6,0,-6
6413,1,0,9,0,-9
6414,1,0,18,0,-18
6415,1,0,30,0,-30
6416,1,1,586,1440,854
6417,0,0,40,0,-40
6418,0,0,96,0,-96
6419,1,0,50,0,-50
6420,1,0,87,0,-87
6421,1,0,79,0,-79
6422,0,0,11,0,-11
6423,1,1,425,1234,809
6424,0,0,8,0,-8
6425,1,0,56,0,-56
6426,1,0,151,0,-151
6427,1,1,584,1335,751
6428,1,1,461,1777,1316
6429,0,0,24,0,-24
6430,1,1,236,1963,1727
6431,0,0,23,0,-23
6432,1,0,116,0,-116
6433,0,0,248,0,-248
6434,0,0,16,0,-16
6435,1,0,17,0,-17
6436,0,0,0,0,0
6437,1,0,114,0,-114
6438,1,0,37,0,-37
6439,0,0,5,0,-5
6440,0,0,28,0,-28
6441,1,0,11,0,-11
6442,1,0,145,0,-145
6443,1,1,507,1662,1155
6444,0,0,10,0,-10
6445,1,1,976,1381,405
6446,1,1,317,1520,1203
6447,0,0,46,0,-46
6448,1,0,8,0,-8
6449,0,0,31,0,-31
6450,1,0,41,0,-41
6451,1,0,89,0,-89
6452,1,1,395,1232,837
6453,1,1,528,1492,964
6454,1,0,54,0,-54
6455,0,0,66,0,-66
6456,1,1,39,2856,2817
6457,1,1,857,1455,598
6458,1,0,12,0,-12
6459,1,1,539,1238,699
6460,1,1,812,1273,461
6461,0,0,20,0,-20
6462,1,1,308,1292,984
6463,1,1,513,1550,1037
6464,0,0,50,0,-50
6465,1,1,109,1272,1163
6466,1,1,304,1298,994
6467,1,1,222,1644,1422
6468,0,0,65,0,-65
6469,1,1,706,1860,1154
6470,0,0,9,0,-9
6471,1,1,21,2023,2002
6472,0,0,25,0,-25
6473,1,0,75,0,-75
6474,1,0,5,0,-5
6475,0,0,20,0,-20
6476,1,1,660,1296,636
6477,0,0,0,0,0
6478,1,0,53,0,-53
6479,1,0,17,0,-17
6480,1,0,182,0,-182
6481,1,1,349,1449,1100
6482,1,1,262,1422,1160
6483,0,0,27,0,-27
6484,1,0,12,0,-12
6485,1,0,113,0,-113
6486,0,0,63,0,-63
6487,1,0,63,0,-63
6488,1,0,25,0,-25
6489,1,1,329,1837,1508
6490,0,0,28,0,-28
6491,0,0,31,0,-31
6492,0,0,16,0,-16
6493,1,1,47,2099,2052
6494,1,0,84,0,-84
6495,1,1,1161,1641,480
6496,1,0,2,0,-2
6497,1,0,58,0,-58
6498,0,0,19,0,-19
6499,0,0,73,0,-73
6500,0,0,28,0,-28
6501,1,1,364,1285,921
6502,1,0,7,0,-7
6503,1,1,297,1546,1249
6504,1,0,58,0,-58
6505,1,1,906,1254,348
6506,1,1,842,1551,709
6507,1,1,119,1730,1611
6508,1,1,813,2346,1533
6509,1,0,10,0,-10
6510,1,1,427,1232,805
6511,0,0,51,0,-51
6512,0,0,33,0,-33
6513,1,1,513,1623,1110
6514,0,0,22,0,-22
6515,1,1,162,1616,1454
6516,0,0,23,0,-23
6517,1,0,66,0,-66
6518,1,0,30,0,-30
6519,1,1,556,1273,717
6520,1,0,29,0,-29
6521,1,1,1226,1761,535
6522,0,0,3,0,-3
6523,1,0,20,0,-20
6524,1,0,73,0,-73
6525,0,0,4,0,-4
6526,0,0,27,0,-27
6527,0,0,21,0,-21
6528,0,0,1,0,-1
6529,1,1,38,1681,1643
6530,0,0,35,0,-35
6531,1,0,16,0,-16
6532,1,1,227,1572,1345
6533,0,0,71,0,-71
6534,0,0,19,0,-19
6535,1,1,379,1456,1077
6536,1,1,57,1893,1836
6537,1,1,1153,1235,82
6538,1,1,103,1493,1390
6539,1,0,17,0,-17
6540,1,1,974,2251,1277
6541,1,0,16,0,-16
6542,1,0,26,0,-26
6543,0,0,22,0,-22
6544,1,0,82,0,-82
6545,1,1,1388,1495,107
6546,0,0,80,0,-80
6547,0,0,70,0,-70
6548,1,1,1246,1334,88
6549,1,0,8,0,-8
6550,1,1,937,1656,719
6551,1,0,93,0,-93
6552,1,1,234,1542,1308
6553,0,0,134,0,-134
6554,1,1,636,1315,679
6555,1,0,49,0,-49
6556,0,0,45,0,-45
6557,1,0,28,0,-28
6558,1,1,394,1334,940
6559,1,1,406,2050,1644
6560,1,1,161,1756,1595
6561,0,0,42,0,-42
6562,1,1,417,1974,1557
6563,1,1,1120,1352,232
6564,1,1,142,1259,1117
6565,1,1,1254,1214,-40
6566,1,1,96,1941,1845
6567,1,1,265,1722,1457
6568,1,0,0,0,0
6569,1,1,237,1870,1633
6570,0,0,97,0,-97
6571,0,0,91,0,-91
6572,1,1,572,1394,822
6573,1,1,1709,1480,-229
6574,1,0,256,0,-256
6575,1,1,1213,1643,430
6576,1,0,36,0,-36
6577,1,1,326,1494,1168
6578,0,0,77,0,-77
6579,1,0,9,0,-9
6580,0,0,38,0,-38
6581,0,0,160,0,-160
6582,0,0,8,0,-8
6583,1,0,2,0,-2
6584,1,1,390,1998,1608
6585,1,1,778,1236,458
6586,1,0,105,0,-105
6587,1,0,106,0,-106
6588,0,0,41,0,-41
6589,0,0,29,0,-29
6590,1,1,227,1625,1398
6591,0,0,98,0,-98
6592,1,0,42,0,-42
6593,1,0,8,0,-8
6594,1,1,1146,2167,1021
6595,0,0,19,0,-19
6596,0,0,108,0,-108
6597,1,1,347,1604,1257
6598,1,0,24,0,-24
6599,1,1,1169,1265,96
6600,0,0,76,0,-76
6601,0,0,31,0,-31
6602,0,0,58,0,-58
6603,1,0,2,0,-2
6604,0,0,101,0,-101
6605,0,0,27,0,-27
6606,0,0,15,0,-15
6607,0,0,42,0,-42
6608,1,1,284,1328,1044
6609,0,0,46,0,-46
6610,1,1,97,1235,1138
6611,0,0,47,0,-47
6612,1,0,9,0,-9
6613,0,0,27,0,-27
6614,1,0,105,0,-105
6615,1,1,27,1259,1232
6616,1,0,42,0,-42
6617,1,0,16,0,-16
6618,1,1,97,1681,1584
6619,0,0,26,0,-26
6620,0,0,35,0,-35
6621,1,0,14,0,-14
6622,1,1,1146,1515,369
6623,1,1,878,1318,440
6624,1,0,35,0,-35
6625,1,1,126,1308,1182
6626,1,1,871,2130,1259
6627,1,1,295,1628,1333
6628,1,0,93,0,-93
6629,0,0,36,0,-36
6630,0,0,2,0,-2
6631,0,0,26,0,-26
6632,1,0,15,0,-15
6633,1,1,361,2322,1961
6634,1,0,36,0,-36
6635,1,0,4,0,-4
6636,1,0,37,0,-37
6637,1,0,73,0,-73
6638,1,1,199,1303,1104
6639,1,0,31,0,-31
6640,0,0,25,0,-25
6641,1,1,1282,1500,218
6642,0,0,23,0,-23
6643,1,0,2,0,-2
6644,1,0,43,0,-43
6645,1,0,12,0,-12
6646,0,0,66,0,-66
6647,1,1,1824,1973,149
6648,1,1,1935,1294,-641
6649,0,0,147,0,-147
6650,1,0,45,0,-45
6651,1,0,88,0,-88
6652,1,1,299,1525,1226
6653,0,0,40,0,-40
6654,1,0,10,0,-10
6655,1,1,1070,2811,1741
6656,0,0,17,0,-17
6657,1,0,33,0,-33
6658,1,0,41,0,-41
6659,1,1,31,1527,1496
6660,0,0,1,0,-1
6661,0,0,36,0,-36
6662,1,1,143,1650,1507
6663,1,0,8,0,-8
6664,1,1,1032,1356,324
6665,1,1,587,1369,782
6666,1,0,0,0,0
6667,1,0,125,0,-125
6668,1,0,36,0,-36
6669,0,0,35,0,-35
6670,0,0,1,0,-1
6671,0,0,96,0,-96
6672,1,1,90,2077,1987
6673,0,0,26,0,-26
6674,0,0,16,0,-16
6675,1,1,618,1719,1101
6676,0,0,11,0,-11
6677,1,0,103,0,-103
6678,1,1,454,1487,1033
6679,0,0,3,0,-3
6680,1,1,673,1312,639
6681,0,0,245,0,-245
6682,1,1,1104,1255,151
6683,1,1,701,1296,595
6684,0,0,225,0,-225
6685,1,0,59,0,-59
6686,1,0,61,0,-61
6687,1,0,54,0,-54
6688,0,0,56,0,-56
6689,1,0,19,0,-19
6690,0,0,16,0,-16
6691,1,0,90,0,-90
6692,1,1,2013,1310,-703
6693,1,1,302,1750,1448
6694,1,0,5,0,-5
6695,0,0,56,0,-56
6696,1,0,6,0,-6
6697,1,0,46,0,-46
6698,1,1,589,1348,759
6699,0,0,90,0,-90
6700,0,0,72,0,-72
6701,0,0,8,0,-8
6702,1,1,249,1284,1035
6703,1,0,8,0,-8
6704,0,0,44,0,-44
6705,1,0,12,0,-12
6706,1,1,645,1534,889
6707,0,0,37,0,-37
6708,1,0,19,0,-19
6709,0,0,13,0,-13
6710,1,0,19,0,-19
6711,0,0,137,0,-137
6712,1,1,82,1400,1318
6713,0,0,0,0,0
6714,1,1,237,1380,1143
6715,1,1,558,1203,645
6716,0,0,12,0,-12
6717,1,0,24,0,-24
6718,1,0,12,0,-12
6719,0,0,23,0,-23
6720,0,0,30,0,-30
6721,1,0,30,0,-30
6722,0,0,84,0,-84
6723,0,0,7,0,-7
6724,0,0,15,0,-15
6725,1,1,60,1225,1165
6726,1,0,2,0,-2
6727,1,0,92,0,-92
6728,0,0,135,0,-135
6729,1,0,7,0,-7
6730,0,0,3,0,-3
6731,0,0,16,0,-16
6732,1,0,101,0,-101
6733,1,1,505,1421,916
6734,0,0,117,0,-117
6735,1,0,41,0,-41
6736,1,0,19,0,-19
6737,1,1,698,1267,569
6738,1,0,5,0,-5
6739,0,0,9,0,-9
6740,1,1,263,1367,1104
6741,1,0,6,0,-6
6742,0,0,54,0,-54
6743,1,0,20,0,-20
6744,0,0,53,0,-53
6745,0,0,3,0,-3
6746,0,0,41,0,-41
6747,1,0,7,0,-7
6748,1,0,72,0,-72
6749,1,0,16,0,-16
6750,1,1,670,1891,1221
6751,0,0,58,0,-58
6752,1,0,101,0,-101
6753,0,0,24,0,-24
6754,1,1,448,1912,1464
6755,1,0,9,0,-9
6756,0,0,36,0,-36
6757,1,0,46,0,-46
6758,1,0,11,0,-11
6759,1,1,61,1560,1499
6760,0,0,2,0,-2
6761,1,0,46,0,-46
6762,1,0,11,0,-11
6763,0,0,87,0,-87
6764,0,0,81,0,-81
6765,0,0,90,0,-90
6766,1,1,502,1490,988
6767,1,1,600,1283,683
6768,1,0,120,0,-120
6769,0,0,7,0,-7
6770,1,0,42,0,-42
6771,1,1,235,1207,972
6772,1,1,675,1859,1184
6773,1,1,682,1214,532
6774,1,0,109,0,-109
6775,0,0,66,0,-66
6776,1,1,2663,1574,-1089
6777,1,0,12,0,-12
6778,1,0,17,0,-17
6779,1,0,72,0,-72
6780,1,0,9,0,-9
6781,1,1,686,1469,783
6782,1,1,440,2122,1682
6783,0,0,7,0,-7
6784,1,0,42,0,-42
6785,1,1,277,1330,1053
6786,0,0,0,0,0
6787,0,0,80,0,-80
6788,0,0,1,0,-1
6789,1,0,74,0,-74
6790,0,0,47,0,-47
6791,0,0,6,0,-6
6792,0,0,10,0,-10
6793,1,0,83,0,-83
6794,0,0,2,0,-2
6795,1,1,434,1671,1237
6796,1,1,108,1275,1167
6797,1,0,108,0,-108
6798,1,0,23,0,-23
6799,1,0,61,0,-61
6800,0,0,1,0,-1
6801,0,0,4,0,-4
6802,1,1,463,1685,1222
6803,0,0,82,0,-82
6804,0,0,111,0,-111
6805,1,0,49,0,-49
6806,1,0,112,0,-112
6807,1,0,53,0,-53
6808,0,0,13,0,-13
6809,1,0,24,0,-24
6810,0,0,101,0,-101
6811,1,1,165,1493,1328
6812,1,0,23,0,-23
6813,1,0,1,0,-1
6814,0,0,109,0,-109
6815,1,1,742,1270,528
6816,1,0,87,0,-87
6817,1,1,250,2313,2063
6818,0,0,28,0,-28
6819,1,0,58,0,-58
6820,0,0,49,0,-49
6821,1,0,85,0,-85
6822,1,1,324,3299,2975
6823,0,0,27,0,-27
6824,1,0,30,0,-30
6825,0,0,341,0,-341
6826,1,0,144,0,-144
6827,1,1,246,1353,1107
6828,1,0,22,0,-22
6829,1,0,29,0,-29
6830,1,0,2,0,-2
6831,0,0,33,0,-33
6832,1,0,42,0,-42
6833,0,0,31,0,-31
6834,1,1,257,1427,1170
6835,1,1,234,1315,1081
6836,0,0,20,0,-20
6837,1,0,21,0,-21
6838,0,0,0,0,0
6839,1,1,2117,1224,-893
6840,0,0,52,0,-52
6841,0,0,78,0,-78
6842,0,0,76,0,-76
6843,0,0,28,0,-28
6844,0,0,80,0,-80
6845,1,0,67,0,-67
6846,1,0,24,0,-24
6847,1,1,334,1922,1588
6848,0,0,19,0,-19
6849,0,0,136,0,-136
6850,0,0,8,0,-8
6851,0,0,15,0,-15
6852,0,0,32,0,-32
6853,0,0,48,0,-48
6854,0,0,27,0,-27
6855,1,0,3,0,-3
6856,1,0,117,0,-117
6857,1,1,744,1353,609
6858,0,0,16,0,-16
6859,1,1,1342,1280,-62
6860,1,1,370,1333,963
6861,1,0,18,0,-18
6862,0,0,28,0,-28
6863,1,0,68,0,-68
6864,0,0,80,0,-80
6865,0,0,1,0,-1
6866,1,1,343,1337,994
6867,1,1,309,1209,900
6868,0,0,50,0,-50
6869,0,0,56,0,-56
6870,0,0,97,0,-97
6871,0,0,122,0,-122
6872,1,0,23,0,-23
6873,1,1,60,1505,1445
6874,1,1,321,1281,960
6875,0,0,43,0,-43
6876,0,0,47,0,-47
6877,1,1,1386,1520,134
6878,0,0,13,0,-13
6879,1,1,501,1410,909
6880,1,1,248,2397,2149
6881,0,0,17,0,-17
6882,0,0,124,0,-124
